"Section Name","Short Title","Min Cred","Max Cred","BLDG","ROOM","DAYS","Start Time","End Time","Faculty Name","Avail Status","Prerequisites","Coreq","Notes","Location","Seats Available","Seat Capacity"
"SPED-230-01","INTRO TO SPECIAL EDUC.","3.00000","0.00000","PLASPLAS","010010","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Abkowitz, Pamina","Clsd","","","","MC","0","25"
"SPED-230-02","INTRO TO SPECIAL EDUC.","3.00000","0.00000","PLASPLAS","201201","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Abkowitz, Pamina","Clsd","","","","MC","0","25"
"SPED-340-01","CLASSR/BEHAVIORAL MGMT","3.00000","0.00000","PLASPLAS","013013","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Abkowitz, Pamina","Open","","","","MC","5","25"
"SPED-350-01","INSTR DESIGN FOR ALL LEARNERS","3.00000","0.00000","MUPBMUPB","104104","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Andrews, Kathryn","Clsd","","","","MC","-1","25"
"SPED-350L-01","INSTR DES FOR ALL LEARNER LAB","0.00000","0.00000","PLAS","011","F","9:30 AM,","10:20 AM,","Andrews, Kathryn","Clsd","","","","MC","-1","25"
"SPED-430-01","Assessment Children W/ Exc","3.00000","0.00000","PLASPLAS","005005","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Abkowitz, Pamina","Clsd","","","","MC","-3","25"
"SPED-440-01","ADAPT/INSTR SPEC.NEEDS STUD.","3.00000","0.00000","PLASPLAS","009009","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Korzeniewski, Melanie","Open","","","","MC","6","20"
"SPED-455-01","CURR & METH FOR SWD","3.00000","0.00000","PLASPLAS","011011","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Fisher, Anne-Claire","Open","","","","MC","18","25"
"SPED-503-F1L01","EVAL & MEAS FOR INCLUS EDUC","3.00000","0.00000","","","","","","Abkowitz, Pamina","Open","","","Course meets 1/22, 2/19, 3/25, 4/22","OL","12","20"
"SPED-504-71L01","COLLAB & TRANS FOR INCL EDUC","3.00000","0.00000","","","","","","Fisher, Anne-Claire","Open","","","Course meets 1/17,  2/7, 3/6 ","OL","14","20"
"SPED-510-F1L01","INST DESIGN & STRATEGIES","3.00000","0.00000","","","","","","Prisco, Lauren","Open","","","","OL","11","20"
"SPED-590-F1L01","GRADUATE INTERNSHIP SPEC ED","3.00000","0.00000","","","","","","Fisher, Anne-Claire","Open","","","","OL","15","20"
"THFS-101-01","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","MUPBMUPB","107107","MWW","4:30 PM,10:35 AM","5:45 PM,1:05 PM","Haden, Kyle","Clsd","","","","MC","0","25"
"THFS-101-02","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","DELADELA","024024","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Gies, Aaron","Clsd","","","","MC","-2","25"
"THFS-101-03","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","DELADELA","024024","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Gies, Aaron","Clsd","","","","MC","-1","25"
"THFS-101-04","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","PLASPLAS","011011","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Lahaie, Myka","Clsd","","","","MC","-1","25"
"THFS-101-05","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","PLASPLAS","011011","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Lahaie, Myka","Clsd","","","","MC","0","25"
"THFS-101-06","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","SWANSWAN","203203","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Belfield, Andrew","Clsd","","","","MC","-1","25"
"THFS-101-07","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","MUPBMUPB","107107","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Belfield, Andrew","Clsd","","","","MC","-1","25"
"THFS-101-08","THE WAY OF FRANCIS & CLARE","3.00000","0.00000","DELADELA","020020","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Couturier, David","Clsd","","","","MC","0","35"
"THFS-104-01","HON THE WAY FRANCIS & CLARE","3.00000","0.00000","MUPBMUPB","102102","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Bychkov, Oleg","Open","","","","MC","1","15"
"THFS-225-01","Theology and the Arts","3.00000","0.00000","DELADELA","306306","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Bychkov, Oleg","Clsd","","","","MC","0","25"
"THFS-225-02","Theology and the Arts","3.00000","0.00000","DELADELA","306306","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Bychkov, Oleg","Open","","","","MC","1","25"
"THFS-235-01","CATHOLIC THEOLOGY","3.00000","0.00000","MUPBMUPB","103103","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Lahaie, Myka","Clsd","","","","MC","0","25"
"THFS-235-02","CATHOLIC THEOLOGY","3.00000","0.00000","MUPB","107","TTH","4:00 PM,","5:15 PM,","Lahaie, Myka","Open","","","","MC","1","25"
"THFS-235-03","CATHOLIC THEOLOGY","3.00000","0.00000","MUPBMUPB","107107","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Belfield, Andrew","Clsd","","","","MC","0","25"
"THFS-235-04","CATHOLIC THEOLOGY","3.00000","0.00000","MUPBMUPB","105105","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Belfield, Andrew","Clsd","","","","MC","0","25"
"THFS-252-01","CHRISTIAN SPIRITUALITY","3.00000","0.00000","MUPBMUPB","104104","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Gies, Aaron","Open","","","","MC","2","25"
"THFS-252-02","CHRISTIAN SPIRITUALITY","3.00000","0.00000","MUPBMUPB","104104","MWFM","2:30 PM,1:10 PM","3:20 PM,3:40 PM","Gies, Aaron","Clsd","","","","MC","-1","25"
"THFS-271-01","UNDERSTANDING OLD TESTAMENT","3.00000","0.00000","MUPBMUPB","107107","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Haden, Kyle","Open","","","","MC","1","25"
"THFS-271-02","UNDERSTANDING OLD TESTAMENT","3.00000","0.00000","MUPBMUPB","107107","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Haden, Kyle","Open","","","","MC","1","25"
"THFS-307-01","CHRISTIAN-MUSLIM RELATIONS","3.00000","0.00000","MUPBMUPB","103103","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Calabria, Michael","Clsd","","","","MC","-6","25"
"THFS-345-01","CATHOLIC SOCIAL THOUGHT","3.00000","0.00000","MUPBMUPB","107107","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Couturier, David","Clsd","","","","MC","0","25"
"THFS-498-55","SEMINAR IN THEOLOGY","3.00000","0.00000","","","","","","Gies, Aaron","Clsd","","","","MC","-1","0"
"THTR-101-01","INTRO. TO THEATER","3.00000","0.00000","RQACRQAC","211211","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Simone, Edward","Clsd","","","","MC","-3","25"
"THTR-212-01","EUROPEAN THEATER HISTORY","3.00000","0.00000","RQACRQAC","211211","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Clingenpeel, Janell","Clsd","","","","MC","-1","25"
"THTR-230-01","THEATRICAL DESIGN","3.00000","0.00000","BUTLBUTL","G2G2","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Clingenpeel, Janell","Open","THTR 130 OR INSTRUCTOR PERMISSION","","","MC","9","12"
"THTR-299-01","SBU THEATER PRODUCTION","1.00000","0.00000","","","",",",",","Clingenpeel, JanellSimone, Edward","Open","","","","MC","20","25"
"THTR-401-01","DIRECTING","3.00000","0.00000","DEVEDEVE","THTRTHTR","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Simone, Edward","Open","","","","MC","7","12"
"VA-110-01","GRAPHIC DESIGN I","3.00000","0.00000","RQACRQAC","303303","MM","2:30 PM,1:10 PM","5:00 PM,3:40 PM","Mormile, Anne","Open","","","","MC","1","10"
"VA-121-01","PAINTING I","3.00000","0.00000","RQACRQAC","309309","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Mormile, Anne","Clsd","","","","MC","0","12"
"VA-141-01","CERAMICS I, HANDBUILDING","3.00000","0.00000","RQACRQAC","303303","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Mormile, Anne","Clsd","","","","MC","0","12"
"VA-231-55","SCULPTURE II","3.00000","0.00000","","","","","","Mormile, Anne","Clsd","VA 131","","","MC","-1","0"
"VA-351-01","THE FIGURE IN ART","3.00000","0.00000","RQACRQAC","303303","TS","2:30 PM,8:00 AM","5:00 PM,10:30 AM","Mormile, Anne","Open","","","","MC","5","10"
"VA-399Q-01","SP TOP:CONSPIRACY OF COLOR","3.00000","0.00000","RQACRQAC","309309","WM","2:30 PM,1:10 PM","5:00 PM,3:40 PM","Clingenpeel, Janell","Open","","","","MC","6","12"
"VA-411-01","SENIOR SEMINAR/EXHIBITION","3.00000","0.00000","","","",",",",","Mormile, Anne","Clsd","","","","MC","0","1"
"WS-101-01","INTRO TO WOMEN'S STUDIES","3.00000","0.00000","PLASPLAS","307307","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Matz, Lauren","Clsd","","","","MC","0","22"
"WS-313-01","WOMEN IN SPORTS","3.00000","0.00000","RECERECE","002002","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Scraba, Paula","Open","","","crosslisted with PHED 313 01 ","MC","1","10"
"WS-366-01","WOMEN IN EAST ASIA","3.00000","0.00000","PLASPLAS","013013","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Dalton, William","Clsd","","","crosslisted with HIST 394C 01","MC","1","10"
"WS-482-01","WOMEN, MINORITIES & THE MEDIA","3.00000","0.00000","MUPB","107","T","5:30 PM,","8:00 PM,","Lee, Anne","Clsd","","","CROSSLISTED WITH JMC 482 01 ","MC","0","5"
